src_churn,test_churn,files_modified,src_files,doc_files,num_commits,team_size,sloc,is_pr,by_core_member,prev_build_failed,recent_failures_5,target
0,0,2,0,0,1,6,2033,False,True,0,0.0,0
0,0,1,0,0,1,6,2033,False,True,0,0.0,0
0,0,1,0,0,1,6,2033,False,True,0,0.0,0
8,0,7,2,0,4,31,1031,False,True,1,3.0,1
0,0,1,0,0,1,31,1031,False,True,1,4.0,1
0,0,1,0,0,1,31,1031,False,True,1,5.0,0
0,0,1,0,0,1,31,1031,False,True,0,4.0,0
0,0,1,0,0,1,31,1031,False,True,0,3.0,0
0,0,4,0,0,1,31,1044,False,True,0,2.0,0
0,0,1,0,0,1,31,1044,False,True,0,1.0,0
0,0,2,0,0,1,31,1043,False,True,0,0.0,0
0,0,1,0,0,1,6,2033,False,True,0,0.0,0
0,0,2,0,0,4,6,2100,False,True,0,0.0,0
0,0,1,0,0,1,6,2100,False,True,0,0.0,0
0,0,6,0,0,2,28,3141,False,True,0,0.0,1
0,0,6,0,0,2,28,3141,False,True,1,1.0,1
0,0,2,0,0,1,28,3141,False,True,1,2.0,0
0,0,2,0,0,1,28,3141,False,True,0,2.0,0
0,0,1,0,0,2,6,2122,False,True,0,0.0,0
0,0,1,0,0,1,6,2122,False,True,0,0.0,0
0,0,1,0,0,1,6,2122,False,True,0,0.0,0
0,0,1,0,0,1,6,2122,False,True,0,0.0,0
0,0,3,0,0,1,31,1047,False,True,0,0.0,0
0,0,1,0,0,1,6,2122,False,True,0,0.0,1
0,0,2,0,0,2,6,2122,False,True,1,1.0,0
0,0,1,0,0,1,6,2122,False,True,0,1.0,0
0,0,5,0,0,2,6,2155,False,True,0,1.0,0
0,0,1,0,0,1,6,2155,False,True,0,1.0,0
0,0,5,0,0,4,22,1680,False,False,0,2.0,0
0,0,0,0,0,1,10,532,False,True,0,0.0,1
0,0,1,0,0,1,10,532,False,True,1,1.0,1
0,0,3,0,0,4,6,2155,False,True,0,1.0,0
0,0,2,0,0,1,21,1503,False,False,0,0.0,1
0,0,2,0,0,1,21,1503,False,False,1,1.0,1
0,0,2,0,0,1,17,1397,False,False,0,0.0,0
0,0,2,0,0,1,17,1397,False,False,0,0.0,0
0,0,2,0,0,1,28,3141,False,True,0,2.0,0
0,0,2,0,0,1,28,3141,False,True,0,2.0,0
0,0,2,0,0,1,22,1680,False,True,0,1.0,0
0,0,2,0,0,1,21,1503,False,False,1,2.0,0
0,0,1,0,0,1,31,1047,False,True,0,0.0,0
0,0,2,0,0,1,6,2245,False,True,0,0.0,0
0,0,1,0,0,1,6,2314,False,True,0,0.0,0
0,0,2,0,0,1,21,1503,False,False,0,2.0,0
0,0,2,0,0,1,17,1397,False,False,0,0.0,0
0,0,2,0,0,1,28,3141,False,True,0,1.0,0
0,0,2,0,0,1,17,1397,False,False,0,0.0,0
0,0,2,0,0,1,21,1503,False,False,0,2.0,0
0,0,2,0,0,1,28,3141,False,True,0,0.0,0
0,0,2,0,0,2,22,1680,False,True,0,1.0,0
0,0,3,0,0,3,6,2314,False,True,0,0.0,0
0,0,1,0,0,1,6,2314,False,True,0,0.0,0
0,0,1,0,0,1,6,2314,False,True,0,0.0,0
0,0,3,0,0,1,6,2314,False,True,0,0.0,0
0,0,1,0,0,1,6,2314,False,True,0,0.0,0
0,0,7,0,0,2,22,1668,False,False,0,0.0,1
0,0,1,0,0,1,22,1668,False,True,1,1.0,1
0,0,1,0,0,1,22,1670,False,True,1,2.0,1
0,0,4,0,0,1,6,2314,False,True,0,0.0,0
0,0,1,0,0,1,6,2314,False,True,0,0.0,0
0,0,1,0,0,1,6,2314,False,True,0,0.0,0
0,0,1,0,0,1,6,2314,False,True,0,0.0,0
0,0,10,0,0,3,22,1641,False,True,1,3.0,0
0,0,1,0,0,1,6,2314,False,True,0,0.0,0
0,0,1,0,0,1,6,2314,False,True,0,0.0,0
0,0,1,0,0,1,5,531,False,False,0,0.0,0
0,0,1,0,0,1,5,531,False,False,0,0.0,0
0,0,1,0,0,1,5,531,False,False,0,0.0,0
0,0,2,0,0,1,5,2314,False,True,0,0.0,0
0,0,1,0,0,1,5,2314,False,True,0,0.0,0
0,0,4,0,0,1,22,1645,False,True,0,3.0,0
0,0,1,0,0,1,22,1645,False,True,0,3.0,1
0,0,5,0,0,1,29,3145,False,True,0,0.0,0
0,0,3,0,0,1,29,3146,False,True,0,0.0,0
0,0,5,0,0,2,21,1521,False,False,0,2.0,0
0,0,0,0,0,1,5,2324,False,True,0,0.0,1
0,0,1,0,0,1,5,2324,False,True,1,1.0,1
0,0,1,0,0,1,5,2324,False,True,1,2.0,1
0,0,2,0,0,2,5,2324,False,True,1,3.0,0
0,0,1,0,0,1,5,2324,False,True,0,3.0,0
0,0,2,0,0,1,5,2322,False,True,0,3.0,0
0,0,1,0,0,1,5,2345,False,True,0,2.0,0
0,0,1,0,0,1,32,1047,False,True,0,0.0,0
0,0,4,0,0,3,5,2345,False,True,0,1.0,0
0,0,1,0,0,1,22,1643,False,True,1,3.0,1
0,0,1,0,0,1,30,3146,False,True,0,0.0,0
0,0,1,0,0,1,5,2345,False,True,0,0.0,0
0,0,1,0,0,1,22,1643,False,True,1,3.0,1
0,0,2,0,0,1,10,532,False,True,1,2.0,1
0,0,3,0,0,2,23,1643,False,False,1,3.0,1
0,0,2,0,0,1,21,1521,False,False,0,1.0,1
0,0,2,0,0,1,15,1397,False,False,0,0.0,1
0,0,2,0,0,1,30,3146,False,True,0,0.0,1
0,0,2,0,0,1,23,1643,False,True,1,4.0,1
0,0,2,0,0,1,21,1521,False,False,1,1.0,0
0,0,2,0,0,1,15,1397,False,False,1,1.0,0
0,0,2,0,0,1,30,3146,False,True,1,1.0,0
0,0,2,0,0,1,23,1643,False,True,1,5.0,1
0,0,0,0,0,1,5,2394,False,True,0,0.0,0
14,0,1,1,0,1,23,1643,False,True,1,5.0,1
0,0,2,0,0,1,23,1643,False,True,1,5.0,1
0,0,2,0,0,1,10,535,False,True,1,3.0,1
0,0,1,0,0,1,10,545,False,True,1,4.0,1
0,0,3,0,0,2,10,545,False,True,1,5.0,1
8,0,3,1,0,2,10,545,False,True,1,5.0,1
0,0,1,0,0,1,10,545,False,True,1,5.0,1
0,0,1,0,0,1,10,545,False,True,1,5.0,1
0,0,2,0,0,1,10,549,False,True,1,5.0,1
2,0,3,1,0,1,10,549,False,True,1,5.0,0
2,0,8,1,0,3,10,549,False,True,0,4.0,0
3,0,3,1,0,1,10,584,False,True,0,3.0,0
0,0,1,0,0,1,5,2456,False,True,0,0.0,0
0,0,1,0,0,1,32,1047,False,True,0,0.0,0
0,0,5,0,0,1,30,3146,False,True,0,1.0,0
3,0,5,1,0,1,10,620,False,True,0,2.0,0
3,0,5,1,0,2,10,619,False,True,0,1.0,0
0,0,1,0,0,1,10,619,False,True,0,0.0,0
0,0,1,0,0,1,23,1643,False,True,1,5.0,0
0,0,1,0,0,1,10,619,False,True,0,0.0,0
0,0,1,0,0,1,30,3146,False,True,0,1.0,0
0,0,4,0,0,3,30,3151,False,False,0,1.0,0
0,0,2,0,0,1,30,3150,False,True,0,1.0,1
0,0,1,0,0,1,30,3150,False,True,1,1.0,1
0,0,1,0,0,1,30,3150,False,True,1,2.0,1
0,0,2,0,0,3,30,3150,False,True,1,3.0,0
0,0,5,0,0,2,30,3154,False,True,0,3.0,1
0,0,5,0,0,1,30,3162,False,True,1,4.0,0
3,0,7,1,0,1,10,619,False,True,0,0.0,1
0,0,1,0,0,1,10,619,False,True,1,1.0,0
0,0,2,0,0,2,10,629,False,True,0,1.0,0
0,0,1,0,0,1,5,2456,False,True,0,0.0,1
0,0,1,0,0,1,5,2460,False,True,1,1.0,1
0,0,1,0,0,1,5,2460,False,True,1,2.0,0
0,0,1,0,0,1,5,2460,False,True,0,2.0,0
0,0,1,0,0,1,5,531,False,True,0,0.0,0
0,0,1,0,0,1,21,1521,False,False,0,1.0,1
0,0,1,0,0,1,21,1521,False,False,1,2.0,0
0,0,1,0,0,2,5,2459,False,True,0,2.0,1
6,0,5,1,0,9,5,2471,False,True,1,3.0,1
0,0,3,0,0,4,5,2471,False,True,1,3.0,1
0,0,2,0,0,1,5,2471,False,True,1,3.0,1
0,0,1,0,0,1,5,2471,False,True,1,4.0,1
0,0,10,0,0,1,30,3164,False,True,0,3.0,0
0,0,1,0,0,1,21,1521,False,False,0,2.0,0
0,0,1,0,0,1,5,2471,False,False,1,5.0,0
0,0,5,0,0,1,10,630,False,True,0,1.0,0
0,0,1,0,0,1,5,2471,False,True,0,4.0,0
0,0,1,0,0,1,5,2471,False,True,0,3.0,0
0,0,1,0,0,1,5,2471,False,True,0,2.0,0
0,0,2,0,0,2,5,2471,False,True,0,1.0,0
0,0,2,0,0,1,5,2471,False,True,0,0.0,0
0,0,1,0,0,1,29,3164,False,True,0,2.0,0
0,0,10,0,0,1,29,3162,False,True,0,1.0,0
0,0,1,0,0,1,29,3162,False,True,0,1.0,0
0,0,1,0,0,1,29,3162,False,True,0,0.0,0
0,0,1,0,0,1,5,2488,False,True,0,0.0,0
0,0,1,0,0,1,5,2488,False,True,0,0.0,0
0,0,1,0,0,1,5,2488,False,True,0,0.0,0
0,0,1,0,0,1,5,2488,False,True,0,0.0,0
0,0,2,0,0,1,21,1521,False,False,0,2.0,1
0,0,2,0,0,1,15,1397,False,False,0,1.0,0
0,0,2,0,0,1,29,3162,False,True,0,0.0,0
17,0,5,1,0,2,22,1643,False,True,0,4.0,0
0,0,2,0,0,1,21,1521,False,False,1,2.0,0
0,0,1,0,0,1,11,630,False,True,0,1.0,1
0,0,1,0,0,1,11,630,False,True,1,2.0,1
0,0,1,0,0,1,11,630,False,True,1,2.0,1
0,0,1,0,0,1,11,630,False,True,1,3.0,0
0,0,2,0,0,1,5,531,False,False,0,0.0,0
0,0,1,0,0,1,5,531,False,False,0,0.0,0
0,0,0,0,0,1,5,2757,False,True,0,0.0,1
0,0,2,0,0,1,22,1643,False,True,0,3.0,0
0,0,2,0,0,2,5,2762,False,True,1,1.0,0
0,0,11,0,0,3,11,630,False,True,0,3.0,1
0,0,4,0,0,1,11,630,False,True,1,4.0,0
0,0,1,0,0,1,22,1643,False,True,0,2.0,0
0,0,1,0,0,1,6,2763,False,True,0,1.0,0
0,0,1,0,0,1,6,2763,False,True,0,1.0,0
0,0,1,0,0,1,6,2763,False,True,0,1.0,0
0,0,2,0,0,2,11,629,False,True,0,3.0,0
0,0,2,0,0,2,11,631,False,True,0,2.0,0
0,0,3,0,0,1,6,3036,False,True,0,1.0,1
0,0,1,0,0,1,6,3036,False,True,1,1.0,1
0,0,1,0,0,1,6,3036,False,True,1,2.0,1
0,0,2,0,0,2,6,3036,False,True,1,3.0,1
0,0,0,0,0,1,6,3036,False,True,1,4.0,0
0,0,2,0,0,3,6,3036,False,True,0,4.0,1
0,0,1,0,0,1,6,3036,False,True,1,4.0,1
0,0,1,0,0,1,6,3036,False,True,1,4.0,0
0,0,1,0,0,1,6,3036,False,True,0,3.0,0
0,0,1,0,0,2,6,3036,False,True,0,2.0,0
0,0,3,0,0,1,6,2760,False,True,0,2.0,0
0,0,1,0,0,1,6,2783,False,True,0,1.0,0
0,0,1,0,0,2,6,2812,False,True,0,0.0,0
0,0,1,0,0,1,6,2812,False,True,0,0.0,0
0,0,1,0,0,1,6,2812,False,True,0,0.0,0
36,0,6,2,0,1,5,531,False,True,0,0.0,0
0,0,1,0,0,1,5,531,False,True,0,0.0,0
2,0,2,1,0,1,5,531,False,True,0,0.0,0
35,0,1,1,0,1,11,631,False,True,0,1.0,0
0,0,1,0,0,1,6,3036,False,True,0,0.0,1
0,0,2,0,0,3,6,2814,False,False,1,1.0,1
0,0,1,0,0,1,29,3162,False,True,0,0.0,0
0,0,13,0,0,6,31,1047,False,True,0,0.0,0
0,0,21,0,0,2,6,2833,False,True,1,2.0,1
11,0,6,1,0,7,22,1643,False,True,0,1.0,0
0,0,1,0,0,1,22,1643,False,True,0,0.0,0
0,0,1,0,0,1,22,1643,False,True,0,0.0,0
0,0,5,0,0,2,6,2850,False,True,1,3.0,1
0,0,1,0,0,1,6,2850,False,True,1,4.0,0
0,0,1,0,0,1,6,2850,False,True,0,4.0,1
0,0,2,0,0,1,6,2851,False,True,1,4.0,0
0,0,1,0,0,1,6,3037,False,True,0,3.0,0
0,0,2,0,0,1,6,2851,False,True,0,2.0,0
0,0,1,0,0,1,6,2851,False,True,0,1.0,0
2,0,1,1,0,1,6,2851,False,True,0,1.0,1
1,0,3,1,0,3,6,2851,False,True,1,1.0,0
0,0,1,0,0,1,6,2851,False,True,0,1.0,0
0,0,1,0,0,1,6,2851,False,True,0,1.0,0
0,0,4,0,0,2,28,3168,False,True,0,0.0,1
0,0,1,0,0,1,28,3168,False,True,1,1.0,0
0,0,2,0,0,3,6,2876,False,True,0,1.0,1
0,0,1,0,0,2,6,2890,False,True,1,2.0,0
0,0,1,0,0,2,6,3051,False,True,0,1.0,1
0,0,1,0,0,2,6,2891,False,True,1,2.0,0
0,0,2,0,0,1,31,1047,False,True,0,0.0,0
2,0,2,1,0,1,31,1047,False,True,0,0.0,0
0,0,3,0,0,2,28,3169,False,True,0,1.0,0
0,0,1,0,0,1,28,3169,False,True,0,1.0,1
0,0,1,0,0,1,28,3170,False,True,1,2.0,0
0,0,2,0,0,1,28,3166,False,True,0,2.0,0
0,0,1,0,0,1,31,1047,False,True,0,0.0,0
0,0,1,0,0,1,5,531,False,True,0,0.0,1
2,0,15,1,0,2,6,2891,False,True,0,2.0,1
15,0,5,1,0,4,28,3175,False,True,0,1.0,1
0,0,1,0,0,1,6,2891,False,True,1,3.0,1
0,0,1,0,0,1,6,2891,False,True,1,3.0,0
0,0,1,0,0,2,6,2891,False,True,0,3.0,0
0,0,2,0,0,1,5,541,False,True,1,1.0,1
3,0,3,1,0,2,28,3175,False,True,1,2.0,0
2,0,2,1,0,2,20,1521,False,False,0,2.0,0
2,0,1,1,0,1,15,1397,False,False,0,1.0,0
0,0,1,0,0,2,6,2891,False,True,0,2.0,0
0,0,1,0,0,1,6,2889,False,True,0,2.0,0
0,0,1,0,0,1,28,3175,False,True,0,2.0,0
0,0,1,0,0,1,28,3175,False,True,0,1.0,0
0,0,1,0,0,1,6,2889,False,True,0,1.0,0
0,0,4,0,0,2,27,3187,False,True,0,1.0,1
0,0,4,0,0,5,23,1643,False,False,0,0.0,1
0,0,2,0,0,2,23,1644,False,True,1,1.0,1
0,0,1,0,0,1,23,1644,False,True,1,2.0,1
0,0,1,0,0,1,23,1644,False,True,1,3.0,1
0,0,1,0,0,1,23,1644,False,True,1,4.0,1
0,0,1,0,0,1,23,1644,False,True,1,5.0,1
0,0,1,0,0,1,23,1644,False,True,1,5.0,1
8,0,4,1,0,2,23,1644,False,True,1,5.0,0
0,0,3,0,0,1,15,1527,False,True,0,1.0,1
0,0,3,0,0,2,31,1048,False,True,0,0.0,0
0,0,1,0,0,1,6,2889,False,True,0,0.0,0
0,0,1,0,0,1,26,3187,False,True,1,2.0,1
0,0,1,0,0,1,6,2889,False,True,0,0.0,1
2,0,2,1,0,1,5,541,False,True,1,2.0,1
0,0,2,0,0,2,5,541,False,True,1,3.0,0
0,0,5,0,0,4,26,3174,False,True,1,2.0,1
15,0,2,1,0,2,26,3174,False,True,1,3.0,1
15,0,3,1,0,4,26,3187,False,True,1,4.0,1
15,0,2,1,0,1,26,3188,False,True,1,5.0,1
15,0,3,1,0,4,26,3187,False,True,1,5.0,1
0,0,1,0,0,1,12,632,False,True,0,1.0,0
0,0,3,0,0,1,21,1521,False,True,0,1.0,1
0,0,1,0,0,2,6,2916,False,True,1,1.0,1
0,0,1,0,0,1,6,2916,False,True,1,2.0,1
0,0,2,0,0,1,12,632,False,True,0,0.0,0
2,0,1,1,0,1,26,3174,False,True,1,5.0,1
0,0,1,0,0,1,26,3174,False,True,1,5.0,1
2,0,1,1,0,1,26,3174,False,True,1,5.0,1
15,0,3,1,0,4,26,3187,False,True,1,5.0,0
2,0,1,1,0,1,26,3174,False,True,0,4.0,0
0,0,1,0,0,1,26,3174,False,True,0,3.0,0
2,0,3,1,0,1,26,3187,False,True,0,2.0,1
0,0,1,0,0,1,6,2916,False,True,1,3.0,1
0,0,5,0,0,1,6,2919,False,True,1,4.0,1
0,0,1,0,0,1,6,2919,False,True,1,5.0,1
0,0,1,0,0,1,6,2919,False,True,1,5.0,1
0,0,1,0,0,1,6,2922,False,True,1,5.0,1
0,0,1,0,0,1,30,1048,False,True,0,0.0,0
0,0,1,0,0,1,6,2922,False,True,1,5.0,1
0,0,1,0,0,1,6,2922,False,True,1,5.0,0
0,0,1,0,0,1,30,1048,False,True,0,0.0,0
0,0,3,0,0,1,15,1529,False,True,1,2.0,1
0,0,3,0,0,1,15,1528,False,True,1,2.0,1
2,0,2,1,0,1,23,1644,False,True,0,4.0,1
0,0,1,0,0,1,23,1644,False,True,1,4.0,1
0,0,4,0,0,1,15,1529,False,True,1,3.0,1
0,0,6,0,0,1,15,1523,False,True,1,4.0,1
0,0,1,0,0,1,15,1523,False,True,1,5.0,1
0,0,1,0,0,1,29,1048,False,True,0,0.0,0
0,0,2,0,0,1,6,2922,False,True,0,4.0,0
0,0,1,0,0,1,6,2922,False,True,0,3.0,0
0,0,1,0,0,1,6,2922,False,True,0,2.0,0
21,0,2,1,0,2,23,1645,False,True,1,4.0,0
0,0,2,0,0,1,6,3055,False,True,0,1.0,1
0,0,1,0,0,1,6,2922,False,True,1,1.0,1
0,0,2,0,0,2,6,2922,False,True,1,2.0,0
0,0,13,0,0,2,6,2922,False,True,0,2.0,0
0,0,2,0,0,1,23,1645,False,True,0,3.0,0
0,0,2,0,0,2,23,1645,False,True,0,2.0,1
0,0,4,0,0,1,26,3187,False,True,1,2.0,1
0,0,1,0,0,1,26,3187,False,True,1,2.0,1
0,0,2,0,0,1,26,3192,False,True,1,3.0,1
0,0,1,0,0,1,26,3192,False,True,1,4.0,1
0,0,1,0,0,1,6,2920,False,True,0,2.0,1
0,0,0,0,0,1,6,2942,False,True,1,3.0,0
0,0,2,0,0,1,6,2943,False,True,0,2.0,0
0,0,2,0,0,2,6,2944,False,True,0,1.0,0
0,0,1,0,0,1,6,2944,False,True,0,1.0,0
0,0,2,0,0,1,29,1048,False,False,0,0.0,0
0,0,0,0,0,1,6,2972,False,True,0,1.0,0
0,0,1,0,0,1,6,2972,False,True,0,0.0,0
0,0,1,0,0,1,6,2978,False,True,0,0.0,0
0,0,0,0,0,1,6,2998,False,True,0,0.0,0
51,0,1,1,0,1,1,500,False,True,0,0.0,0
52,0,1,1,0,1,1,586,False,True,0,0.0,1
0,0,1,0,0,1,1,586,False,True,1,1.0,1
0,0,2,0,0,1,26,3195,False,True,1,5.0,1
0,0,2,0,0,1,26,3194,False,True,1,5.0,1
